"","TB_status_limma_logFC","TB_status_limma_AveExpr","TB_status_limma_t","TB_status_limma_P.Value","TB_status_limma_padj","TB_status_limma_B"
"MIR4727",0.246186904830586,0.166771774240075,1.43946602781238,0.160397720768695,0.278201106280614,-5.8291665881124
"MIR4500",0.246186904830586,0.166771774240075,1.43946602781238,0.160397720768695,0.278201106280614,-5.8291665881124
"LCE1A",0.246186904830586,0.166771774240075,1.43946602781238,0.160397720768695,0.278201106280614,-5.8291665881124
"SCXB",0.246186904830586,0.166771774240075,1.43946602781238,0.160397720768695,0.278201106280614,-5.8291665881124
"MIR4254",0.246186904830586,0.166771774240075,1.43946602781238,0.160397720768695,0.278201106280614,-5.8291665881124
"SNORD114-15",0.246186904830586,0.166771774240075,1.43946602781238,0.160397720768695,0.278201106280614,-5.8291665881124
"MTRNR2L4",1.02599086453685,3.15380382115779,1.43942022787253,0.160410591537734,0.278204408705081,-5.82922956088948
"BCL3",0.702654027116047,10.1108789135254,1.43931261301402,0.160440836857065,0.278237841768528,-5.82937751943916
"LINC01135",0.921989391027567,2.22149412073445,1.43906394509821,0.160510742673536,0.278340045125591,-5.829719373599
"NUP214",0.426951979280084,10.5979016853296,1.43867086971087,0.16062129381534,0.278512712338178,-5.83025964603181
"RNF144A",-0.849287583735241,8.29673152100673,-1.43861307013208,0.160637554851077,0.278521870785464,-5.83033907931073
"LOC102724246",-1.14731909609413,4.45446826447222,-1.43854562866584,0.160656530137959,0.278523593137777,-5.83043175981547
"LOC648987",-0.430348620068879,7.14830335656267,-1.43850560607675,0.160667791708826,0.278523593137777,-5.83048675852101
"ZNF34",0.53739191817884,6.83577119316738,1.43846602379344,0.160678930002696,0.278523593137777,-5.83054115085399
"TMTC1",0.919661930676567,4.97505127984684,1.43844347418934,0.160685275643856,0.278523593137777,-5.83057213700361
"SNX30",0.774813099292063,8.83416226137578,1.43841444545276,0.160693444858267,0.278523593137777,-5.83061202571981
"CYP4A11",0.644079727096968,0.794808323266836,1.43809042507132,0.16078465246837,0.278662640146042,-5.83105721830939
"OIT3",-0.702260645287146,1.62789240799631,-1.43770519448887,0.160893143438395,0.278831620627491,-5.83158639811957
"ARTN",0.939579156809492,2.36381038721122,1.43726014336388,0.161018553765504,0.279029897665367,-5.83219759819686
"SPSB3",0.702311166776096,10.6685792020836,1.43691799692651,0.161115019465384,0.279177992745755,-5.83266736478853
"POMK",1.1745219668218,3.7047301842723,1.43670675110638,0.161174601584803,0.27924234011288,-5.8329573564599
"ATP8B5P",-0.534545505420894,4.29977864175209,-1.43620662934897,0.161315731186002,0.27924234011288,-5.83364376023282
"DCAF17",-0.770565240486504,8.20842814058469,-1.43619921717264,0.161317823568795,0.27924234011288,-5.83365393168447
"MIR760",0.432945385539508,0.69328558375257,1.43612447361519,0.161338924126411,0.27924234011288,-5.83375649691494
"ACSM2A",0.655910042558684,1.10282240793445,1.4356823146672,0.161463793065991,0.27924234011288,-5.83436314502181
"SNORD46",-1.00763442856719,3.27897114995546,-1.43558799289733,0.161490440147671,0.27924234011288,-5.8344925347536
